id,minDice,name,description,defeatedDescription,goal,tags,def,reward,queueReward,onStart,onSuccess,onFailure,image,icon,,
7dc102,7,Into the Shadowfell,"You step into a dark and imperfect reflection of the natural realm, shadows and gloom replacing light and hope.","Without knowing how you entered the shadowfell in the first place, you are relieved to find yourself back in the natural world. Someone must be looking out for you...",,scenario series,3t + 3m 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
7dc103,7,Temple of Evil,"Fear, avarice, death and despair. Looking upon the temple, you feel the futility of hope.","Dropping to your knees, you say a prayer to the being of light, hoping to be guarded from this evil. With a flash, you find yourself beyond the temple, safe from its influences.",,scenario,m 2p 3t 3c,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
7dc104,7,Lost in Illusions,"Reality is replaced by images of lost loved-ones and failed quests. You tell yourself it's not real, but before long begin to wonder if that's actually true...","Standing your ground, you refuse to give in to doubt and disbelief. Before long, the illusions vanish, leaving you feeling as though you've just woken up from a long dream.",,scenario series,3t + 3p 2c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
7dc105,7,Side-Quest,"""So, you say you're adventurers, do you?"" the old man asks slyly.","The man's task completed, you receive your reward and continue back along your main purpose.",,scenario,m 3p 2t 2c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
7dc106,7,Mistaken Identity,"""You there! You will pay for what you've done to my home, my family! Prepare to meet whatever god has lead you down this dark path!""","""I tried to tell you it wasn't me. I'm sorry it had to come to this,"" you say as you step over the confused man's corpse.",,scenario series,4m + 2t + 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
7dc107,7,Dragon Shadow,"A flapping of wings, a scent of sulfur and massive shadow are all it takes for you to freeze up and do your best to stay small.","Keeping perfectly still, you wait patiently for the dragon to fly away. That was incredibly close...",,scenario,m 3p 2t 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
7dc108,7,Game of Chance,"""One roll of the dice. One roll and you can have life or death, wealth or poverty. Are you game?""","""Looks like the dice are in your favor,"" smiles the man as he hands you your winnings.",,scenario series,2m + 3c + 2m,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
7dc109,7,Sacrifice,"An old woman slumps against the wall, a beautiful, blooming rose clutched in her hand. A small trickle of blood runs down her palm. ""It was worth it. It was all worth it.""","You close the woman's eyes and whisper a small prayer, never knowing what exactly she was talking about.",,scenario,2p 4t 3c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
7dc110,7,The Deck of Many Things,"Do you dare to draw a card, risk ruin and fate for unknown reward?","Nothing good ever comes from artifacts like that... still, you pocket the deck for a later gamble.",,scenario series,3c + 4t + 2p,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
7dce01,7,Elegant Throne Room,"A royal court is being held when you walk into the room. Before you can say a word, the guards ready their weapons and wait for the ruler to give some sort of signal.","Clearly confused with someone else, you are welcomed as visiting dignitaries, a royal banquet held in your honor.",Be sure to wear your best finery when visiting the <b>Elegant Throne Room</b>.,end series,2m + m p + t 3c + m,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce02,7,Emperor's War Room,Of course you'll fight here. This is the war room!,"The epic battle completed, you take a minute to look around at the maps and plans. Some of these will be worth remembering...",Many battles have been won in the <b>Emperor's War Room</b> before a single troop steps foot on the battlefield.,end series,p 3c + m 2p + t + p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce03,7,Dragon's Hoard,You can tell from the tracks in the gold that a dragon lives here and will likely be back soon.,"Before you can escape with the riches, you find yourself face to face with a small dragonling. It flies away, absorbing every detail of your face for the next time you meet.",Riches await within the <b>Dragon's Hoard</b>!,end series,m 2t + 3c + p t + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce04,7,Enormous Gemstone Formation,"At first, you think someone has arranged the gems into some kind of sculpture. But before you can get close enough to inspect, the formation comes to life and attacks!","The gemstone construct defeated, you begin gathering pieces of your fallen adversary.","Many have tried to describe the <b>Enormous Gemstone Formation</b> found here, but it must be seen to be believed.",end series,p t 3c + m + 6c + 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce05,7,King's Private Treasury,"You thought you'd found all the riches this place had to offer, but upon placing the scepter and crown on the throne, a great and secret treasury is revealed.","You take the most prized possessions from the treasury, making sure to take the scepter and crown with you so no one else can get to your riches.",You don't think there is anyone left to guard the <b>King's Private Treasury</b>.,end series,m + 2m 2p + 3c + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce06,7,Archmage's Study,"Tomes filled with ancient lore and lessons in high arcana line the otherwise unimpressive walls. The archmage looks up from a scroll and asks, ""Here to learn? Or here to die?""","""I'm so glad you were here to learn. So many would rather just die, it almost makes me sad."" the wizard smiles as he prepares your next lesson.",Secrets await within the <b>Archmage's Study</b>.,end series,p + m 3c + 2t + 2p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce07,7,Lich's Laboratory,Unholy experiments of alchemy and magic taint this once-great wizard's laboratory.,"You raze the lab to the ground, hoping no further unholy acts will ever take place here again.",The <b>Lich's Laboratory</b> is an unholy place to be destroyed.,end series,t + 2t 3c + p + 2m,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce08,7,King's Tomb,You hear heavy stone sliding somewhere in the tomb of this long-dead king.,"With a final strike, you once again send the ancient king to the afterlife. Hopefully he will stay dead while you sift through his treasury...",Surely amazing riches were buried within the <b>King's Tomb</b>.,end series,3c + p 3c + t + m 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce09,7,Ancient Burial Mound,"Countless dead rest below the dirt. Two scrolls held by skeletal hands rise from the ground, one offering riches, the other offering death. Through chattering teeth you hear, ""Choose wisely.""","Based on nothing more than a guess, you take the scroll on the right. A cacophony of screams fills the room as the undead wail in disappointed misery. Looks like you chose wisely.",Terrible rituals have been held at the <b>Ancient Burial Mound</b>,end series,3c + t 3c + 3c + m p 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce10,7,Grand Cathedral,"Priests tend to their flock in a surprisingly well-adorned cathedral. The head priest looks at you and says, through bloody fangs, ""Confess your sins and be forgiven.""","The unholy creatures defeated, you prepare a massive cleansing ritual. You don't know how long the area will stay sanctified, but it will have to do for now.",Unholy rites echo throughout the <b>Grand Cathedral</b>.,end series,m 3c + t 3c + 3c + p 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce11,7,Lord Jevahn Jhalvar,"Though drow are known to be cruel and manipulative, Lord Jhalvar stands out as exceptional.","With Lord Jhalvar dead, you know many drow will be tripping over one another to take his place.",Rid the Underdark of <b>Lord Jevahn Jhalvar</b>.,end series special e7dDrow01,p 6c + m + t + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce12,7,Draghaz the Excavator,"Covered in the grime of deep earth, Draghaz works were few could even survive.",You defeat Draghaz and quickly begin your long ascent to the surface.,Close shop on <b>Draghaz the Excavator</b>.,end series special e7dDuergar01,6c + 3c + 6c + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce13,7,Gommoth the Twisted,"An almost unbelievable sight, Gommoth towers above everything else in the place.","Gommoth falls, sinking into the magma and disappearing from view.",Topple the towering giant that is <b>Gommoth the Twisted</b>.,end series special e7dFire01,m t + 6c + 6c + p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce14,7,Grimak Nailbiter,"Though small, Grimak is known to possess powerful and deadly magic.","As Grimak dies, his body shrivels up and then melts into the ground itself.",Restore balance to the world by defeating <b>Grimak Nailbiter</b>.,end series special e7dRedcaps01,6c + 6c + 2m + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
7dce15,7,Bartholemew Blackdagger,"The undead pirate known as Bartholemew Blackdagger stands before you, surrounded by unholy servants and soldiers.","Bartholemew explodes in a burst of blue fire, his black remains smoking on the ground.",Destroy the undead terror of <b>Bartholemew Blackdagger</b>.,end series special e7dUndead01,2p + t + 6c + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
