id,minDice,name,description,defeatedDescription,goal,tags,def,reward,queueReward,onStart,onSuccess,onFailure,image,icon,,
5dc110,5,Long-Lost Message,"On an old, blood-stained scroll you read, ""To 'L', my love. Should this note reach you before I am home, know that I think of you always and we will not be apart for much longer.""","You keep the scroll, hoping some day to deliver it to its intended recipient.",,scenario series,2m 2p + 2c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
5dce01,5,Treasure Vault,Treasure is piled out to the armored walls of this secure vault,"You cart away as much treasure as you can, marking its location on your map for future visits.",You've heard rumors of a secret <b>Treasure Vault</b>...,end series,2m + p + t 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce02,5,Protected Gallery,"The treasures of this room have been carefully categorized, organized, and indexed by a collector.","You find the collector's long-dead corpse on the floor in front of a fine trophy. It would be a shame for all his hard work to go unappreciated, so you take what you can and promise to return for the rest.",Fight your way through to the <b>Protected Gallery</b>.,end series,3c + m 2p + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce03,5,Throne Room,Treasure is piled high behind the massive throne which dominates this room.,"Undead guards appear to defend the treasure, but they are quickly dispatched, leaving the vast treasure up for grabs.",There are stories of a mad king who kept all of his treasures within the <b>Throne Room</b> itself.,end series,m 2t + 3c + p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce04,5,Chamber of Magic,Swirls of ethereal energy guard the relics hidden here.,"You carefully navigate the magical mists, speaking the correct words and making the proper gestures. The static in the air subsides, leaving many magical treasures unguarded.",Do you dare unlock arcane secrets hidden inside the <b>Chamber of Magic</b>?,end series,p t + m + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce05,5,Guarded Treasury,"One creature stands out from the pack, shouting that you've come for the wrong treasure.",You stand victorious over the defeated guards. Now it's time to look through the treasure and see what needed so much protection...,Do you have what it takes to gain access to the <b>Guarded Treasury</b>?,end series,m 2p + 3c + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce06,5,Infernal Device,A slow grind followed by an unearthly shriek is all you can hear. Surely there is a sizable reward for shutting down this hellish device.,"Demonic screams pierce your soul as the device falls to pieces. You gather a small section of the unholy thing, hoping to prove your good deed.",You cannot allow evil to continue seeping from the <b>Infernal Device</b>.,end series,m 3c + 2t + p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce07,5,Standing Stone Circle,"Is it art? A calendar? A shrine to long-dead gods? Whatever it is, it's surrounded by hooded priests brandishing blades and whispering an otherworldly chant.","The priests defeated, an otherworldly face appears briefly before vanishing into darkness. Looks like this is a gateway to another plane. You are certain someone out there will pay handsomely to learn more about this.",Will you be the first to solve the mystery of the <b>Standing Stone Circle</b>?,end series,t 3c + p + 2m,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce08,5,Abandoned Gold Mine,This is it! The mother-lode! Although perhaps not quite as abandoned as first believed...,"You defeat the throngs of undead still haunting the mine. Now secured, you begin mapping out the best veins for mining.","Many search for the <b>Abandoned Gold Mine</b>, but none return to tell the tale.",end series,p 3c + t + m 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce09,5,Wizard's Library,"""Welcome, travelers. I have many treasures to bestow, should you prove worthy of my gifts.""","The wizard smiles, ""I haven't been this entertained in ages! I have so much to give you!""","Though kind to those he deems worthy, few seek out the <b>Wizard's Library</b>.",end series,3c + t 3c + m p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce10,5,High Priest's Tomb,"Dark, demonic creatures slowly surround the tomb, turning the sanctified grounds into blackened corruption.","You drive back the black spirits, purifying the priest's tomb. Almost instantly you feel a warmth fill your soul and hear a voice say, ""You shall be blessed.""",It has been far too long since anyone visited the <b>High Priest's Tomb</b>.,end series,m + t 3c + p 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce11,5,Mizreal Everdark,You catch Mizreal in the middle of some dark summoning ritual. You need to act quickly!,"""So... Close..."" Mizreal says as the last drops of life drip from her wounds.",End the unholy rituals of <b>Mizreal Everdark</b>.,end series special e5dAshmadai01,3c m + p + t 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce12,5,Rohini the Prophet,"Surrounded by a legion of loyal followers, it will be difficult to reach Rohini.","The followers defeated, Rohini tries to make a deal for her life. Unfortunately for her, you are not in a dealing mood.", Stop the ashmadai leader <b>Rohini the Prophet</b>.,end series special e5dAshmadai02,2m + 6c + m,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce13,5,Pit Fiend,"Bathed in hellfire, this monstrous creature will be difficult to defeat.","""No...!"" screams the devil as it vanishes in a burst of smoke and hellfire.",Defeat the <b>Pit Fiend</b> and end its reign of terror.,end series special e5dAshmadai03,3c m + 3c p + 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce14,5,Slickskin,"So named for his slick black scales, this massive brute has become the leader to a tribe of lizardfolk.",The enormous blackscale crashes to the ground with a THUD that ripples through the entire swamp.,Remove <b>Slickskin</b> from his swamp.,end series special e5dLizardfolk01,6c + 2p + p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce15,5,The Scalefather,"Swirling the swamp water with a massive spear, The Scalefather seems to be preparing a spell.","Defeated, the lizardfolk sinks into the swamp, never to be seen again...",Find and defeat the lizardfolk leader known as <b>The Scalefather</b>.,end series special e5dLizardfolk02,t + 2t + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce16,5,Hurlan Rockbiter,"Known for eating boulders when desperate, Hurlan is always looking for his next meal.","Hurlan goes up in a burst of fire, guaranteeing no chance of regeneration.","Defeat the exceptionally stupid, <b>Hurlan Rockbiter</b>.",end series special e5dTroll01,6c + m + p t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce17,5,Marpog Grumblegut,"One of the largest and most feared of all the fell trolls, Marpog has been known to lumber from town to town, devouring entire populations.",You pour an extra pot of acid over Marpog. And another. And one more for good measure.,Stop <b>Marpog Grumblegut</b> from devouring any further villagers.,end series special e5dTroll02,6c + 6c + 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce18,5,Thunderhowl,You catch a glimpse of Thunderhowl in his human form. He remains every bit as intimidating.,"A large, naked human lies at your feet, no longer the menacing werewolf you were forced to kill.",Bring down the werewolf known as <b>Thunderhowl</b>.,end series special e5dWerewolf01,m p + 6c + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce19,5,Packmaster Zayev,You find the packmaster barking orders to a throng of wolfen followers.,The other werewolves howl in misery at the death of their fallen leader.,Defeat <b>Packmaster Zayev</b> and his followers will scatter.,end series special e5dWerewolf02,p + m t + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce20,5,Runs-Red-Howling,"The wolfen terror of the Sword Coast, Runs-Red-Howling has made his home here, safe from most adventurers.",The death of Runs-Red-Howling signals a giant leap towards security along the Sword Coast.,Prevent <b>Runs-Red-Howling</b> from terrorizing another town.,end series special e5dWerewolf03,t 3c + t 3c + m,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce21,5,The Feared,"The massive creature known only as The Feared stands before you, its massive size shaking you to your core.","The Feared collapses, now nothing more than a giant pile of rotting flesh.",Summon your courage and destroy <b>The Feared</b>.,end series special e5dUndead01,m p t + 3c + 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
5dce22,5,Ironbones,"Once a proud soldier, all that remains is a bit of torn clothing draped over a frame of rotting bone.","Metal and bone crash down to the ground, shattering any parts of the creature that you hadn't already destroyed.",Defeat the risen soldier and undead leader <b>Ironbones</b>.,end series special e5dUndead02,3c + 6c + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
