id,minDice,name,description,defeatedDescription,goal,tags,def,reward,queueReward,onStart,onSuccess,onFailure,image,icon,,
6dc104,6,Treasure Map,"According to this map, ""X"" really does mark the spot! Seems unlikely it will be that simple...","Though surprised to find an actual ""X,"" you were not surprised by the attempted ambush. Albeit a failure, you have to admit the bandits' attempt was fairly clever.",,scenario series,3p + 2t 2c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
6dc105,6,Shrunken Village,"What appears at first to be an impressive scale model, soon proves to be something far more magical.","Tiny people yell for help from the miniature village. You promise to return with help as soon as possible, but you're not entirely sure who could fix this...",,scenario,m p 3t 2c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
6dc106,6,A Macabre Play,Ghostly players act out the untimely death of an ancient king before inviting the audience to join them on stage...,"You aid in acting out the final scene, revealing the brother to be the king's murderer. ""Tell others what you have seen..."" a ghost moans, ""avenge our lord...""",,scenario series,3t + 2m 2c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc107,6,Escaped Experiments,You are knocked over as a group of tiny constructs tear through the passage and into the darkness.,"Just as you sit up, you are knocked back over by an alchemist running after the constructs. ""Wait!"" he screams, ""don't leave daddy!""",,scenario,2m 3t 3c,,Gateway_Challenge_T1_Reward_Test_01,,,,,scenario,,
6dc108,6,Arcane Power Node,"You find a wizard kneeling at a glowing line on the floor. He looks back at you over his shoulder, eyes replaced by dancing energy.","Using the found power to shoot magical bolts at you, the wizard taps into the node one too many times and explodes in a ball of fire.",,scenario series,3t 2c + 2p,,Gateway_Challenge_T1_Reward_Test_03,,,,,scenario,,
6dc109,6,Plagueburst,"With a cackle and explosion of spores, an otherworldly creature fills the room with death and disease.",You back away before the spores reach you. This place will be toxic for a while...,,scenario,3p m t 3c,,Gateway_Challenge_T1_Reward_Test_04,,,,,scenario,,
6dc110,6,Wild Magic Zone,"The last thing you want to do is cast a spell here... unless you're feeling lucky, of course.","You try casting a simple cantrip, but instead a fireball shoots from your fingertips, setting the room ablaze.",,scenario series,3t + 2t 2c,,Gateway_Challenge_T1_Reward_Test_06,,,,,scenario,,
6dce01,6,Exquisite Gallery,The grandeur and opulence of the gallery far exceeds your expectations. Someone has worked tirelessly to acquire everything here.,You almost don't want to disturb the magnificent gallery. Almost...,The <b>Exquisite Gallery</b> is a place everyone should visit once in their lifetime.,end series,2m + m p + t 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce02,6,Enchanted Vault,The vault is sealed by more than steel alone. It must be protecting something very valuable.,"You break the enchantment and the vault door swings open, revealing greater riches than you'd dreamed possible.",A simple key will not unlock the <b>Enchanted Vault</b>.,end series,p 3c + m 2p + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce03,6,Filled Treasure Room,"Before you can begin to sift through the piles of treasure, a stone hand reaches up through the gold and grabs your leg. These riches are not unguarded.","You battle back against the animated stone, managing to break the enchantment. Now nothing stands between the treasure and you!",Seems unlikely that a <b>Filled Treasure Room</b> would be completely unguarded...,end series,m 2t + 3c + p t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce04,6,Fading Riches,The room is filled with ghostly treasure on the verge of slipping away to another world. You don't have much time before it's all gone!,"Moving faster than ever before, you are able to recover a kingly amount of gold and riches!",You have very little time before the <b>Fading Riches</b> are gone completely.,end series,p t 3c + m + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce05,6,Guarded Trophy Room,Heavily-armed guards protect trophies that took their collector a lifetime to acquire.,"The battle is fierce, but ultimately you stand victorious. You look through the trophies and select the best of the lot.","It will be difficult, but not impossible, to break into the <b>Guarded Trophy Room</b>.",end series,2m 2p + 3c + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce06,6,Vast Library,You could spend a lifetime in this library and barely make a dent in the first row of tomes.,You grab a tome and get comfortable. You're going to be here a while...,You've always wanted to see such a <b>Vast Library</b>.,end series,m 3c + 2t + 2p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce07,6,Temptation,Stepping into the room you are struck by an overwhelming desire to lay down arms and spend your remaining days in the comforting embrace of a succubus singing just for you.,"It takes every ounce of strength to resist the siren song. With your last burst of willpower, you behead the creature, freeing yourself from its grasp.",Will you be strong enough to resist the embodiment of pure <b>Temptation</b>?,end series,2t 3c + p + 2m,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce08,6,The Scales,"A large pile of riches sits on one side of a giant scale, the other side empty. An ethereal voice drifts through the room, ""What is your worth? What is the sum of your deeds?""","""Your worth is great and your deeds are just. The treasure is yours...""",Your soul must be in balance before you approach <b>The Scales</b>.,end series,p 3c + t + m 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce09,6,Court of the Dark Queen,"""Welcome, honored guests. I've been waiting for you. Take your place at my feet, swear your loyalty and I will give you eternal life and glory as my slaves.""",You wipe black ichor from your blade and look at the bodies of the slain queen and court. Slavery was not an option.,You've been invited to visit the <b>Court of the Dark Queen</b>.,end series,3c + t 3c + m p 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce10,6,Queen's Tomb,"""Here lies the fairest of the fair, taken long before her time. With the proper sacrifice, she will rise again,"" you hear someone say from within the empty room.","Deciding the dead should stay dead, you turn to leave the room when suddenly confronted by a terrifying apparition. You know you made the right choice...",You are long overdue to pay your respects at the <b>Queen's Tomb</b>.,end series,m 3c + t 3c + p 3c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce11,6,A'dryx'l the Overseer,"The abomination floats across the room, giving orders to its legion of thralls.","Black ooze shoots from the creature's gaping maw as it screams and falls to the ground, dead.",Stop <b>A'dryx'l the Overseer</b> from continuing its nightmarish reign.,end series special e6dAberrant01,m 3c + p t + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce12,6,Murgal Mawcram,"At first you're not sure if it's Murgal or an ice sculpture. Eventually, however, he takes a step, breaking the icicles that had formed.",The ground is awash with red and blue. Might be festive if it weren't made up of frost goblin.,Freeze the blue-skinned <b>Murgal Mawcram</b> in his tracks.,end series special e6dFrost01,6c + 6c + 6c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce13,6,General Ignazar,"A fiery breastplate floats through the air, powered by ancient elemental magics.","The fires extinguished, General Ignazar's armor topples to the ground, still glowing a bright red.",Snuff the flames of <b>General Ignazar</b>.,end series special e6dElemental01,m p + 9c + t,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce14,6,Regent Idris,"Before you stands the one intent on spreading darkness across the land, Regent Idris.","Regent Idris falls, her hoard of thralls taking the opportunity to escape into the shadows.",Defeat the evil <b>Regent Idris</b>.,end series special e6dShadar-kai01,9c + 2m + p,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
6dce15,6,The Drowned King,"Still haunted by his former life, the Drowned King remains unable to find eternal rest.","Death finally comes for the former king, giving him the peaceful rest he desires.",Return <b>The Drowned King</b> to his eternal slumber.,end series special e6dUndead01,2t + p + 9c,,Gateway_Challenge_T1_Reward_Test_02,,,,,end,,
